touch_id,customer_id,campaign_id,channel,send_date,offer_pct,opened,clicked,converted_within_7d,treatment_group,cost
M0000569,C00070,CMP017,Paid Search,2025-09-21 00:00:00,20,False,False,False,Treatment,1.2
M0000570,C00070,CMP011,Paid Social,2026-03-09 00:00:00,0,True,True,False,Treatment,0.85
M0000571,C00070,CMP014,Direct Mail,2026-05-21 00:00:00,0,False,False,False,Treatment,0.72
M0000572,C00070,CMP007,Direct Mail,2025-12-27 00:00:00,0,False,False,False,Control,0.72
M0000573,C00070,CMP018,Paid Social,2026-04-19 00:00:00,5,False,False,False,Treatment,0.85
M0000574,C00070,CMP016,Direct Mail,2025-12-07 00:00:00,5,False,False,False,Treatment,0.72
M0000575,C00071,CMP016,Push,2025-06-22 00:00:00,20,False,False,False,Treatment,0.005
M0000576,C00071,CMP009,Email,2025-03-13 00:00:00,10,False,False,False,Treatment,0.01
M0000577,C00071,CMP011,Affiliate,2025-07-12 00:00:00,25,False,False,True,Treatment,1.5
M0000578,C00071,CMP021,Direct Mail,2025-06-28 00:00:00,0,False,False,False,Treatment,0.72
M0000579,C00071,CMP009,Email,2025-09-13 00:00:00,20,False,False,False,Treatment,0.01
M0000580,C00071,CMP009,Push,2026-01-10 00:00:00,25,False,False,False,Treatment,0.005
M0000581,C00071,CMP012,Paid Social,2025-05-06 00:00:00,25,False,False,False,Treatment,0.85
M0000582,C00071,CMP011,Direct Mail,2025-08-04 00:00:00,25,False,False,False,Treatment,0.72
M0000583,C00072,CMP003,Email,2026-05-08 00:00:00,20,True,True,False,Treatment,0.01
M0000584,C00072,CMP014,Email,2025-11-22 00:00:00,0,False,False,False,Treatment,0.01
M0000585,C00072,CMP012,Paid Social,2025-10-02 00:00:00,10,True,True,False,Treatment,0.85
M0000586,C00072,CMP001,Affiliate,2025-11-01 00:00:00,15,True,False,False,Control,1.5
M0000587,C00072,CMP001,Email,2026-03-12 00:00:00,5,False,False,False,Treatment,0.01
M0000588,C00072,CMP010,Push,2025-09-23 00:00:00,15,True,False,False,Treatment,0.005
M0000589,C00073,CMP019,Paid Search,2026-03-05 00:00:00,5,False,False,False,Treatment,1.2
M0000590,C00073,CMP011,Paid Search,2026-04-17 00:00:00,0,True,True,False,Treatment,1.2
M0000591,C00073,CMP014,Push,2025-10-31 00:00:00,10,True,False,False,Treatment,0.005
M0000592,C00073,CMP004,Email,2025-11-18 00:00:00,0,True,False,False,Treatment,0.01
M0000593,C00074,CMP001,Push,2025-11-05 00:00:00,15,False,False,False,Treatment,0.005
M0000594,C00074,CMP003,Push,2025-09-27 00:00:00,15,True,True,False,Treatment,0.005
M0000595,C00074,CMP013,Push,2026-01-29 00:00:00,20,True,True,False,Treatment,0.005
M0000596,C00074,CMP013,Paid Social,2025-01-24 00:00:00,15,True,False,False,Treatment,0.85
M0000597,C00074,CMP019,Paid Social,2025-07-11 00:00:00,15,False,False,True,Treatment,0.85
M0000598,C00074,CMP016,Email,2025-03-29 00:00:00,25,True,False,False,Treatment,0.01
M0000599,C00074,CMP019,Direct Mail,2026-02-12 00:00:00,5,False,False,False,Control,0.72
M0000600,C00074,CMP018,Paid Social,2026-01-24 00:00:00,15,True,False,False,Treatment,0.85
M0000601,C00074,CMP017,Email,2026-02-01 00:00:00,5,False,False,False,Treatment,0.01
M0000602,C00074,CMP010,Direct Mail,2026-05-07 00:00:00,15,False,False,False,Treatment,0.72
M0000603,C00074,CMP007,Affiliate,2026-03-06 00:00:00,5,True,False,False,Treatment,1.5
M0000604,C00075,CMP009,Affiliate,2025-11-27 00:00:00,5,False,False,False,Control,1.5
M0000605,C00075,CMP025,Direct Mail,2025-05-01 00:00:00,5,False,False,True,Control,0.72
M0000606,C00075,CMP011,Direct Mail,2026-05-28 00:00:00,15,False,False,True,Treatment,0.72
M0000607,C00075,CMP007,Affiliate,2025-09-27 00:00:00,0,False,False,False,Control,1.5
M0000608,C00076,CMP011,Paid Social,2025-03-16 00:00:00,25,True,True,True,Treatment,0.85
M0000609,C00076,CMP010,Email,2026-01-23 00:00:00,20,True,False,False,Treatment,0.01
M0000610,C00076,CMP004,Paid Search,2025-09-26 00:00:00,25,False,False,False,Treatment,1.2
M0000611,C00077,CMP022,Email,2025-12-30 00:00:00,25,False,False,False,Treatment,0.01
M0000612,C00077,CMP019,Direct Mail,2025-11-04 00:00:00,0,False,False,False,Treatment,0.72
M0000613,C00077,CMP004,Paid Social,2025-11-14 00:00:00,0,False,False,False,Control,0.85
M0000614,C00077,CMP023,Email,2026-05-25 00:00:00,20,False,False,False,Treatment,0.01
M0000615,C00078,CMP015,Affiliate,2026-03-30 00:00:00,0,False,False,False,Treatment,1.5
M0000616,C00078,CMP002,Paid Social,2025-07-15 00:00:00,10,False,False,False,Treatment,0.85
M0000617,C00078,CMP005,Affiliate,2026-01-25 00:00:00,5,True,True,False,Treatment,1.5
M0000618,C00078,CMP003,Email,2025-11-26 00:00:00,25,False,False,False,Treatment,0.01
M0000619,C00078,CMP020,Push,2026-01-27 00:00:00,20,True,False,True,Treatment,0.005
M0000620,C00078,CMP017,Direct Mail,2025-09-16 00:00:00,0,False,False,False,Treatment,0.72
M0000621,C00078,CMP024,Paid Search,2026-06-17 00:00:00,25,True,True,False,Treatment,1.2
M0000622,C00078,CMP020,Paid Social,2025-04-03 00:00:00,25,False,False,False,Treatment,0.85
M0000623,C00078,CMP001,Email,2026-06-21 00:00:00,0,True,False,False,Treatment,0.01
M0000624,C00078,CMP009,Direct Mail,2025-11-02 00:00:00,10,False,False,False,Control,0.72
M0000625,C00078,CMP023,Paid Search,2025-02-15 00:00:00,25,True,False,False,Treatment,1.2
M0000626,C00079,CMP017,Email,2024-11-04 00:00:00,10,True,True,True,Control,0.01
M0000627,C00079,CMP005,Paid Social,2025-01-31 00:00:00,15,True,False,False,Treatment,0.85
M0000628,C00079,CMP021,Direct Mail,2025-09-05 00:00:00,15,False,False,False,Control,0.72
M0000629,C00079,CMP007,Affiliate,2025-08-01 00:00:00,10,False,False,False,Treatment,1.5
M0000630,C00079,CMP005,Email,2025-11-04 00:00:00,0,False,False,False,Control,0.01
M0000631,C00080,CMP005,Paid Social,2026-05-21 00:00:00,20,True,False,False,Treatment,0.85
M0000632,C00080,CMP011,Paid Social,2026-04-21 00:00:00,15,False,False,True,Treatment,0.85
M0000633,C00080,CMP006,Direct Mail,2026-06-11 00:00:00,5,False,False,False,Treatment,0.72
M0000634,C00080,CMP009,Direct Mail,2026-03-05 00:00:00,10,False,False,False,Treatment,0.72
M0000635,C00080,CMP017,Paid Search,2025-08-22 00:00:00,5,False,False,False,Treatment,1.2
M0000636,C00080,CMP009,Email,2025-06-01 00:00:00,15,True,False,False,Treatment,0.01
M0000637,C00080,CMP018,Paid Search,2026-03-12 00:00:00,0,False,False,False,Treatment,1.2
M0000638,C00081,CMP001,Push,2026-01-26 00:00:00,5,False,False,False,Treatment,0.005
M0000639,C00081,CMP006,Affiliate,2026-01-09 00:00:00,0,False,False,False,Treatment,1.5
M0000640,C00081,CMP009,Direct Mail,2025-12-06 00:00:00,25,False,False,False,Treatment,0.72
M0000641,C00081,CMP024,Email,2025-12-04 00:00:00,20,False,False,False,Treatment,0.01
M0000642,C00081,CMP016,Paid Search,2026-04-30 00:00:00,5,False,False,False,Treatment,1.2
M0000643,C00081,CMP011,Paid Search,2026-01-13 00:00:00,10,True,False,False,Treatment,1.2
M0000644,C00082,CMP006,Email,2026-04-24 00:00:00,10,False,False,False,Treatment,0.01
M0000645,C00082,CMP017,Email,2025-12-27 00:00:00,25,False,False,False,Treatment,0.01
M0000646,C00082,CMP024,Direct Mail,2026-02-03 00:00:00,10,False,False,False,Treatment,0.72
M0000647,C00082,CMP025,Direct Mail,2025-11-04 00:00:00,25,False,False,False,Treatment,0.72
M0000648,C00082,CMP017,Direct Mail,2025-10-19 00:00:00,25,False,False,False,Control,0.72
M0000649,C00082,CMP022,Paid Social,2025-11-19 00:00:00,10,True,True,False,Treatment,0.85
M0000650,C00082,CMP014,Push,2025-10-12 00:00:00,25,False,False,False,Control,0.005
M0000651,C00082,CMP015,Email,2026-02-07 00:00:00,5,True,False,False,Treatment,0.01
M0000652,C00083,CMP015,Email,2025-12-31 00:00:00,10,False,False,False,Treatment,0.01
M0000653,C00083,CMP022,Paid Social,2026-01-19 00:00:00,20,False,False,False,Treatment,0.85
M0000654,C00083,CMP016,Email,2026-04-06 00:00:00,20,True,False,False,Treatment,0.01
M0000655,C00083,CMP006,Direct Mail,2025-08-15 00:00:00,10,False,False,False,Treatment,0.72
M0000656,C00083,CMP023,Affiliate,2026-05-25 00:00:00,0,False,False,False,Treatment,1.5
M0000657,C00083,CMP011,Direct Mail,2025-11-22 00:00:00,20,False,False,False,Treatment,0.72
M0000658,C00083,CMP013,Push,2026-02-02 00:00:00,15,False,False,False,Treatment,0.005
M0000659,C00083,CMP006,Paid Search,2025-12-25 00:00:00,15,True,False,False,Treatment,1.2
M0000660,C00083,CMP025,Direct Mail,2026-05-04 00:00:00,5,False,False,False,Treatment,0.72
M0000661,C00083,CMP005,Direct Mail,2025-12-09 00:00:00,10,False,False,False,Treatment,0.72
M0000662,C00084,CMP017,Direct Mail,2026-04-21 00:00:00,15,False,False,False,Treatment,0.72
M0000663,C00084,CMP024,Affiliate,2024-08-02 00:00:00,15,False,False,True,Treatment,1.5
M0000664,C00084,CMP009,Direct Mail,2026-01-14 00:00:00,5,False,False,False,Treatment,0.72
M0000665,C00084,CMP024,Paid Social,2024-06-24 00:00:00,20,False,False,False,Treatment,0.85
M0000666,C00084,CMP013,Email,2024-10-09 00:00:00,20,True,False,False,Treatment,0.01
M0000667,C00084,CMP004,Push,2026-04-28 00:00:00,15,True,False,False,Treatment,0.005
M0000668,C00084,CMP013,Paid Social,2025-01-24 00:00:00,25,False,False,True,Treatment,0.85
M0000669,C00084,CMP011,Direct Mail,2026-03-15 00:00:00,15,False,False,False,Treatment,0.72
M0000670,C00085,CMP020,Email,2025-09-19 00:00:00,20,True,True,False,Treatment,0.01
M0000671,C00085,CMP025,Email,2026-05-30 00:00:00,20,False,False,False,Treatment,0.01
M0000672,C00085,CMP010,Email,2025-11-01 00:00:00,0,True,True,False,Treatment,0.01
M0000673,C00085,CMP014,Push,2025-07-17 00:00:00,0,False,False,False,Treatment,0.005
M0000674,C00085,CMP022,Direct Mail,2026-01-03 00:00:00,10,False,False,False,Treatment,0.72
M0000675,C00085,CMP007,Paid Search,2025-08-30 00:00:00,5,True,False,False,Treatment,1.2
M0000676,C00085,CMP016,Direct Mail,2026-05-28 00:00:00,25,False,False,False,Control,0.72
M0000677,C00085,CMP003,Affiliate,2025-08-05 00:00:00,5,False,False,False,Treatment,1.5
M0000678,C00086,CMP010,Direct Mail,2024-11-12 00:00:00,20,False,False,False,Treatment,0.72
M0000679,C00086,CMP019,Direct Mail,2025-06-27 00:00:00,5,False,False,False,Control,0.72
M0000680,C00086,CMP009,Paid Social,2026-04-02 00:00:00,20,True,False,False,Treatment,0.85
M0000681,C00086,CMP017,Email,2026-03-18 00:00:00,0,False,False,False,Treatment,0.01
M0000682,C00086,CMP023,Paid Search,2025-12-23 00:00:00,20,False,False,False,Control,1.2
M0000683,C00087,CMP001,Paid Search,2025-11-07 00:00:00,15,False,False,False,Treatment,1.2
M0000684,C00087,CMP003,Direct Mail,2025-02-19 00:00:00,5,False,False,False,Treatment,0.72
M0000685,C00087,CMP023,Paid Social,2025-02-01 00:00:00,0,False,False,False,Treatment,0.85
M0000686,C00087,CMP003,Paid Social,2025-02-28 00:00:00,20,False,False,False,Control,0.85
M0000687,C00087,CMP007,Paid Search,2026-04-06 00:00:00,5,False,False,True,Treatment,1.2
M0000688,C00087,CMP013,Email,2025-07-02 00:00:00,15,True,True,False,Treatment,0.01
M0000689,C00087,CMP001,Email,2026-05-11 00:00:00,0,True,False,False,Control,0.01
M0000690,C00087,CMP003,Paid Social,2024-12-18 00:00:00,5,False,False,False,Treatment,0.85
M0000691,C00087,CMP015,Push,2025-03-30 00:00:00,0,True,False,False,Control,0.005
M0000692,C00087,CMP003,Email,2025-04-06 00:00:00,25,False,False,False,Treatment,0.01
M0000693,C00088,CMP013,Email,2026-03-14 00:00:00,10,True,False,False,Treatment,0.01
M0000694,C00088,CMP016,Push,2026-06-23 00:00:00,0,False,False,False,Treatment,0.005
M0000695,C00088,CMP023,Push,2026-04-29 00:00:00,10,True,False,False,Treatment,0.005
M0000696,C00088,CMP012,Email,2026-05-15 00:00:00,5,False,False,False,Treatment,0.01
M0000697,C00088,CMP005,Paid Search,2026-02-15 00:00:00,25,True,False,False,Treatment,1.2
M0000698,C00088,CMP004,Email,2026-01-11 00:00:00,10,True,False,False,Treatment,0.01
M0000699,C00088,CMP004,Paid Search,2026-01-03 00:00:00,25,False,False,False,Treatment,1.2
M0000700,C00088,CMP019,Push,2026-06-11 00:00:00,5,True,False,False,Treatment,0.005
M0000701,C00089,CMP021,Paid Social,2024-10-01 00:00:00,5,True,False,False,Treatment,0.85
M0000702,C00089,CMP008,Paid Search,2025-11-29 00:00:00,5,True,False,False,Treatment,1.2
M0000703,C00089,CMP011,Paid Search,2026-03-14 00:00:00,20,True,True,True,Control,1.2
M0000704,C00089,CMP018,Direct Mail,2024-10-20 00:00:00,0,False,False,True,Treatment,0.72
M0000705,C00089,CMP003,Push,2025-11-06 00:00:00,15,False,False,False,Treatment,0.005
M0000706,C00089,CMP001,Affiliate,2025-12-15 00:00:00,15,True,True,False,Treatment,1.5
M0000707,C00089,CMP012,Direct Mail,2025-06-19 00:00:00,10,False,False,False,Treatment,0.72
M0000708,C00089,CMP002,Paid Social,2025-07-25 00:00:00,10,False,False,False,Treatment,0.85
M0000709,C00089,CMP007,Direct Mail,2025-01-17 00:00:00,20,False,False,True,Treatment,0.72
M0000710,C00089,CMP018,Paid Social,2025-01-06 00:00:00,0,False,False,False,Control,0.85
M0000711,C00089,CMP016,Paid Social,2024-10-08 00:00:00,20,False,False,False,Treatment,0.85
M0000712,C00090,CMP024,Paid Social,2024-11-18 00:00:00,0,False,False,False,Treatment,0.85
M0000713,C00090,CMP012,Paid Social,2025-03-30 00:00:00,15,False,False,False,Treatment,0.85
M0000714,C00090,CMP022,Paid Social,2025-07-30 00:00:00,5,True,False,False,Treatment,0.85
M0000715,C00090,CMP024,Direct Mail,2026-03-27 00:00:00,10,False,False,False,Treatment,0.72
M0000716,C00090,CMP025,Paid Search,2025-12-31 00:00:00,25,True,False,False,Treatment,1.2
M0000717,C00090,CMP003,Email,2025-04-02 00:00:00,20,True,True,False,Control,0.01
M0000718,C00090,CMP016,Paid Social,2025-06-05 00:00:00,10,False,False,False,Treatment,0.85
M0000719,C00090,CMP024,Email,2025-08-14 00:00:00,25,True,False,False,Treatment,0.01
M0000720,C00091,CMP012,Paid Search,2026-03-28 00:00:00,10,True,True,False,Treatment,1.2
M0000721,C00091,CMP024,Email,2026-05-29 00:00:00,0,True,False,False,Treatment,0.01
M0000722,C00091,CMP015,Paid Social,2026-01-19 00:00:00,10,True,True,True,Treatment,0.85
M0000723,C00091,CMP020,Paid Search,2026-06-15 00:00:00,0,True,False,False,Treatment,1.2
M0000724,C00091,CMP023,Push,2026-05-09 00:00:00,20,True,True,True,Treatment,0.005
M0000725,C00091,CMP010,Paid Social,2026-01-15 00:00:00,15,True,False,True,Treatment,0.85
M0000726,C00091,CMP007,Paid Social,2025-09-15 00:00:00,5,True,True,False,Treatment,0.85
M0000727,C00091,CMP006,Push,2025-09-26 00:00:00,15,True,True,False,Treatment,0.005
M0000728,C00092,CMP002,Paid Search,2026-01-02 00:00:00,10,True,True,False,Treatment,1.2
M0000729,C00092,CMP009,Paid Social,2025-01-31 00:00:00,10,False,False,False,Treatment,0.85
M0000730,C00092,CMP020,Email,2025-12-10 00:00:00,5,True,False,False,Treatment,0.01
M0000731,C00092,CMP025,Direct Mail,2026-02-15 00:00:00,0,False,False,True,Control,0.72
M0000732,C00092,CMP012,Push,2025-11-30 00:00:00,15,False,False,False,Treatment,0.005
M0000733,C00092,CMP009,Push,2024-09-11 00:00:00,15,False,False,False,Treatment,0.005
M0000734,C00093,CMP002,Paid Search,2026-04-03 00:00:00,15,True,False,False,Treatment,1.2
M0000735,C00093,CMP010,Email,2026-03-22 00:00:00,0,False,False,False,Treatment,0.01
M0000736,C00093,CMP006,Paid Search,2025-12-11 00:00:00,20,True,True,False,Treatment,1.2
M0000737,C00093,CMP004,Email,2025-11-23 00:00:00,10,True,True,False,Treatment,0.01
M0000738,C00093,CMP011,Direct Mail,2026-06-20 00:00:00,5,False,False,False,Treatment,0.72
M0000739,C00093,CMP018,Push,2026-01-27 00:00:00,25,False,False,False,Treatment,0.005
M0000740,C00093,CMP019,Affiliate,2026-03-14 00:00:00,0,True,False,False,Treatment,1.5
M0000741,C00093,CMP007,Email,2026-06-20 00:00:00,5,False,False,False,Treatment,0.01
M0000742,C00093,CMP001,Paid Search,2025-10-14 00:00:00,15,True,False,False,Treatment,1.2
M0000743,C00093,CMP017,Push,2026-06-27 00:00:00,5,False,False,False,Treatment,0.005
M0000744,C00093,CMP015,Direct Mail,2025-11-15 00:00:00,15,False,False,False,Treatment,0.72
M0000745,C00093,CMP019,Direct Mail,2025-12-04 00:00:00,25,False,False,False,Control,0.72
M0000746,C00093,CMP016,Direct Mail,2025-11-24 00:00:00,0,False,False,False,Control,0.72
M0000747,C00093,CMP025,Email,2026-05-15 00:00:00,10,True,False,False,Treatment,0.01
M0000748,C00093,CMP004,Email,2026-02-12 00:00:00,20,False,False,False,Control,0.01
M0000749,C00093,CMP010,Affiliate,2026-01-27 00:00:00,5,True,False,False,Treatment,1.5
M0000750,C00094,CMP014,Paid Search,2026-06-13 00:00:00,10,False,False,False,Treatment,1.2
M0000751,C00094,CMP024,Paid Social,2026-05-09 00:00:00,20,False,False,False,Treatment,0.85
M0000752,C00095,CMP007,Paid Search,2024-08-16 00:00:00,15,False,False,False,Treatment,1.2
M0000753,C00095,CMP013,Affiliate,2025-12-07 00:00:00,0,True,False,False,Treatment,1.5
M0000754,C00095,CMP008,Email,2026-01-26 00:00:00,10,False,False,True,Treatment,0.01
M0000755,C00095,CMP019,Paid Social,2024-03-19 00:00:00,5,True,False,False,Treatment,0.85
M0000756,C00095,CMP021,Paid Social,2025-05-26 00:00:00,20,False,False,False,Treatment,0.85
M0000757,C00095,CMP004,Paid Search,2024-04-01 00:00:00,25,False,False,False,Treatment,1.2
M0000758,C00095,CMP014,Push,2024-03-05 00:00:00,5,False,False,False,Treatment,0.005
M0000759,C00095,CMP018,Paid Search,2025-05-24 00:00:00,5,False,False,False,Treatment,1.2
M0000760,C00095,CMP012,Email,2024-10-07 00:00:00,10,True,True,True,Control,0.01
M0000761,C00095,CMP024,Direct Mail,2025-07-04 00:00:00,0,False,False,False,Treatment,0.72
M0000762,C00095,CMP006,Email,2025-04-25 00:00:00,10,True,False,False,Treatment,0.01
M0000763,C00096,CMP025,Paid Search,2025-05-11 00:00:00,15,False,False,False,Treatment,1.2
M0000764,C00096,CMP014,Paid Search,2025-10-01 00:00:00,10,True,False,False,Control,1.2
M0000765,C00096,CMP011,Push,2026-01-19 00:00:00,15,True,True,False,Treatment,0.005
M0000766,C00096,CMP021,Paid Social,2025-12-02 00:00:00,0,True,False,True,Treatment,0.85
M0000767,C00096,CMP022,Paid Search,2026-06-24 00:00:00,0,True,False,False,Treatment,1.2
M0000768,C00096,CMP014,Direct Mail,2026-03-17 00:00:00,0,False,False,False,Treatment,0.72
M0000769,C00096,CMP017,Email,2026-04-09 00:00:00,10,False,False,False,Treatment,0.01
M0000770,C00096,CMP013,Direct Mail,2024-11-21 00:00:00,5,False,False,False,Treatment,0.72
M0000771,C00097,CMP018,Paid Social,2025-10-02 00:00:00,25,True,True,False,Treatment,0.85
M0000772,C00097,CMP003,Push,2026-02-14 00:00:00,25,True,False,True,Treatment,0.005
M0000773,C00097,CMP001,Push,2025-09-13 00:00:00,5,False,False,False,Treatment,0.005
M0000774,C00097,CMP021,Direct Mail,2025-07-10 00:00:00,5,False,False,True,Treatment,0.72
M0000775,C00097,CMP010,Paid Search,2025-11-01 00:00:00,25,False,False,True,Treatment,1.2
M0000776,C00097,CMP014,Affiliate,2025-11-14 00:00:00,20,True,False,False,Treatment,1.5
M0000777,C00097,CMP005,Push,2025-08-25 00:00:00,25,False,False,False,Control,0.005
M0000778,C00097,CMP025,Direct Mail,2025-09-27 00:00:00,15,False,False,False,Treatment,0.72
M0000779,C00097,CMP012,Email,2026-04-18 00:00:00,25,True,False,False,Treatment,0.01
M0000780,C00097,CMP003,Push,2026-04-06 00:00:00,5,True,True,False,Treatment,0.005
M0000781,C00098,CMP017,Push,2026-03-05 00:00:00,25,True,True,False,Treatment,0.005
M0000782,C00098,CMP014,Push,2025-04-12 00:00:00,0,True,True,False,Control,0.005
M0000783,C00098,CMP008,Paid Search,2026-03-23 00:00:00,10,True,True,False,Treatment,1.2
M0000784,C00098,CMP015,Paid Social,2025-11-05 00:00:00,20,True,True,False,Treatment,0.85
M0000785,C00098,CMP019,Affiliate,2025-07-28 00:00:00,10,False,False,False,Treatment,1.5
M0000786,C00098,CMP006,Email,2026-04-28 00:00:00,5,False,False,False,Treatment,0.01
M0000787,C00098,CMP011,Affiliate,2026-03-02 00:00:00,10,True,False,False,Treatment,1.5
M0000788,C00098,CMP025,Paid Social,2026-05-07 00:00:00,5,True,False,False,Treatment,0.85
M0000789,C00098,CMP022,Push,2025-11-16 00:00:00,20,False,False,False,Treatment,0.005
M0000790,C00098,CMP002,Direct Mail,2025-11-13 00:00:00,5,False,False,False,Treatment,0.72
M0000791,C00098,CMP016,Paid Social,2025-10-22 00:00:00,20,True,True,False,Treatment,0.85
M0000792,C00098,CMP018,Paid Search,2025-05-19 00:00:00,0,False,False,False,Control,1.2
M0000793,C00099,CMP018,Push,2025-02-26 00:00:00,15,True,False,False,Treatment,0.005
M0000794,C00099,CMP018,Paid Search,2026-04-10 00:00:00,15,True,True,False,Treatment,1.2
M0000795,C00099,CMP015,Paid Social,2025-01-21 00:00:00,5,False,False,False,Control,0.85
M0000796,C00099,CMP007,Direct Mail,2024-12-06 00:00:00,15,False,False,False,Treatment,0.72
M0000797,C00099,CMP014,Direct Mail,2025-10-16 00:00:00,0,False,False,False,Treatment,0.72
M0000798,C00099,CMP014,Email,2026-06-30 00:00:00,10,True,False,False,Treatment,0.01
M0000799,C00099,CMP014,Direct Mail,2025-07-26 00:00:00,5,False,False,False,Treatment,0.72
M0000800,C00099,CMP012,Direct Mail,2025-07-18 00:00:00,5,False,False,False,Treatment,0.72
M0000801,C00099,CMP023,Affiliate,2025-02-06 00:00:00,15,True,True,False,Treatment,1.5
M0000802,C00099,CMP017,Paid Search,2026-05-02 00:00:00,10,True,False,False,Treatment,1.2
M0000803,C00099,CMP007,Affiliate,2025-01-25 00:00:00,20,False,False,False,Treatment,1.5
M0000804,C00099,CMP020,Affiliate,2025-09-26 00:00:00,5,False,False,False,Control,1.5
M0000805,C00100,CMP012,Email,2025-04-17 00:00:00,10,True,True,True,Treatment,0.01
M0000806,C00100,CMP016,Paid Social,2025-04-30 00:00:00,5,False,False,False,Treatment,0.85
M0000807,C00100,CMP003,Affiliate,2024-09-20 00:00:00,20,True,False,False,Control,1.5
M0000808,C00100,CMP014,Email,2026-05-13 00:00:00,5,False,False,False,Treatment,0.01
M0000809,C00100,CMP024,Affiliate,2024-09-08 00:00:00,20,True,True,False,Control,1.5
M0000810,C00100,CMP018,Push,2025-02-01 00:00:00,5,True,True,False,Control,0.005
M0000811,C00100,CMP004,Direct Mail,2025-09-02 00:00:00,15,False,False,False,Treatment,0.72
M0000812,C00100,CMP001,Email,2025-05-24 00:00:00,20,False,False,False,Control,0.01
M0000813,C00100,CMP007,Direct Mail,2026-04-08 00:00:00,20,False,False,False,Treatment,0.72
M0000814,C00101,CMP006,Push,2026-01-16 00:00:00,10,False,False,False,Treatment,0.005
M0000815,C00101,CMP012,Email,2026-01-18 00:00:00,15,False,False,False,Treatment,0.01
M0000816,C00101,CMP018,Paid Search,2026-05-09 00:00:00,5,False,False,False,Treatment,1.2
M0000817,C00101,CMP024,Direct Mail,2026-01-10 00:00:00,25,False,False,False,Treatment,0.72
M0000818,C00101,CMP017,Paid Social,2026-04-05 00:00:00,10,True,False,False,Treatment,0.85
M0000819,C00101,CMP013,Email,2026-03-21 00:00:00,0,True,False,False,Treatment,0.01
M0000820,C00101,CMP007,Direct Mail,2026-04-22 00:00:00,0,False,False,False,Control,0.72
M0000821,C00101,CMP023,Paid Social,2026-04-30 00:00:00,5,True,False,False,Treatment,0.85
M0000822,C00102,CMP003,Direct Mail,2026-03-11 00:00:00,20,False,False,False,Treatment,0.72
M0000823,C00102,CMP015,Direct Mail,2025-07-15 00:00:00,15,False,False,False,Treatment,0.72
M0000824,C00102,CMP009,Paid Search,2025-10-28 00:00:00,15,True,False,False,Treatment,1.2
M0000825,C00102,CMP021,Paid Social,2025-05-25 00:00:00,20,True,True,False,Treatment,0.85
M0000826,C00102,CMP024,Affiliate,2026-02-10 00:00:00,20,True,False,False,Treatment,1.5
M0000827,C00102,CMP004,Affiliate,2025-03-20 00:00:00,20,True,True,True,Treatment,1.5
M0000828,C00102,CMP009,Push,2024-12-12 00:00:00,10,True,True,False,Treatment,0.005
M0000829,C00102,CMP019,Direct Mail,2025-04-12 00:00:00,15,False,False,False,Control,0.72
M0000830,C00102,CMP020,Affiliate,2026-02-25 00:00:00,25,True,True,False,Treatment,1.5
M0000831,C00102,CMP003,Affiliate,2024-12-14 00:00:00,10,False,False,False,Treatment,1.5
M0000832,C00102,CMP015,Push,2025-02-16 00:00:00,10,True,False,False,Treatment,0.005
M0000833,C00102,CMP025,Email,2024-12-23 00:00:00,15,True,True,False,Treatment,0.01
M0000834,C00102,CMP017,Push,2025-04-05 00:00:00,15,True,False,False,Control,0.005
M0000835,C00103,CMP008,Email,2025-09-18 00:00:00,0,False,False,False,Treatment,0.01
M0000836,C00103,CMP019,Paid Social,2025-12-14 00:00:00,15,False,False,False,Treatment,0.85
M0000837,C00103,CMP009,Push,2026-06-25 00:00:00,25,False,False,False,Control,0.005
M0000838,C00103,CMP011,Paid Social,2025-10-01 00:00:00,15,True,True,False,Treatment,0.85
M0000839,C00103,CMP010,Email,2026-04-23 00:00:00,0,False,False,False,Treatment,0.01
M0000840,C00103,CMP009,Push,2024-09-28 00:00:00,20,False,False,False,Control,0.005
M0000841,C00103,CMP019,Affiliate,2025-03-31 00:00:00,20,False,False,False,Treatment,1.5
M0000842,C00104,CMP018,Email,2026-02-08 00:00:00,15,True,False,False,Treatment,0.01
M0000843,C00104,CMP001,Affiliate,2026-06-05 00:00:00,15,False,False,False,Treatment,1.5
M0000844,C00104,CMP010,Affiliate,2026-05-22 00:00:00,0,True,False,False,Treatment,1.5
M0000845,C00104,CMP020,Paid Search,2026-01-19 00:00:00,25,False,False,False,Treatment,1.2
M0000846,C00104,CMP009,Direct Mail,2025-10-16 00:00:00,10,False,False,False,Treatment,0.72
M0000847,C00104,CMP024,Paid Social,2025-12-23 00:00:00,10,True,True,False,Treatment,0.85
M0000848,C00104,CMP006,Email,2026-04-17 00:00:00,15,True,False,False,Treatment,0.01
M0000849,C00104,CMP004,Email,2026-02-07 00:00:00,20,True,False,False,Control,0.01
M0000850,C00104,CMP001,Email,2026-04-02 00:00:00,20,True,False,False,Treatment,0.01
M0000851,C00105,CMP001,Direct Mail,2025-12-11 00:00:00,0,False,False,False,Treatment,0.72
M0000852,C00105,CMP024,Paid Search,2026-01-19 00:00:00,15,False,False,False,Treatment,1.2
M0000853,C00106,CMP020,Email,2025-11-01 00:00:00,20,True,False,False,Treatment,0.01
