order_id,customer_id,order_date,channel,device,subtotal,discount_amount,shipping_amount,tax_amount,order_total,payment_type,order_status
O000697,C00169,2025-11-21 00:00:00,App,Mobile,505.42,32.57,0,35.46,508.31,Credit Card,Completed
O000440,C00111,2025-11-22 00:00:00,App,Mobile,617.42,65.42,0,41.4,593.4,Apple Pay,Completed
O000732,C00176,2025-11-23 00:00:00,Web,Desktop,225.89,10.51,0,16.15,231.53,Apple Pay,Returned
O000031,C00012,2025-11-24 00:00:00,App,Mobile,138.83,19.03,0,8.99,128.79,Credit Card,Completed
O000298,C00070,2025-11-24 00:00:00,Web,Tablet,144.28,29.11,0,8.64,123.81,PayPal,Completed
O000352,C00085,2025-11-24 00:00:00,Web,Desktop,337.81,38.16,0,22.47,322.12,PayPal,Completed
O000244,C00058,2025-11-25 00:00:00,App,Mobile,206.06,43.5,0,12.19,174.75,Credit Card,Completed
O000053,C00017,2025-11-26 00:00:00,Web,Tablet,28.73,4.21,0,1.84,26.36,Apple Pay,Completed
O000429,C00109,2025-11-26 00:00:00,App,Desktop,348.34,42.65,0,22.93,328.62,Credit Card,Completed
O000748,C00182,2025-11-26 00:00:00,App,Desktop,10.46,0.89,6.99,0.72,17.28,PayPal,Completed
O000081,C00024,2025-11-27 00:00:00,App,Desktop,279.18,35.52,0,18.27,261.93,Gift Card,Completed
O000489,C00122,2025-11-27 00:00:00,App,Mobile,400.2,25.25,0,28.12,403.07,Gift Card,Completed
O000794,C00190,2025-11-27 00:00:00,Web,Mobile,39.57,1.61,0,2.85,40.81,PayPal,Returned
O000080,C00024,2025-11-28 00:00:00,Web,Mobile,139.74,37.04,0,7.7,110.4,Gift Card,Completed
O000394,C00098,2025-11-28 00:00:00,Web,Mobile,207.22,30.89,0,13.22,189.55,Credit Card,Returned
O000801,C00192,2025-11-28 00:00:00,Web,Mobile,219.83,25.61,0,14.57,208.79,Gift Card,Completed
O000798,C00191,2025-11-29 00:00:00,Web,Desktop,682.1,74.96,0,45.54,652.68,PayPal,Completed
O000701,C00169,2025-11-30 00:00:00,Web,Tablet,37.29,2.66,6.99,2.6,44.22,Credit Card,Completed
O000150,C00040,2025-12-01 00:00:00,App,Desktop,27.45,5.66,0,1.63,23.42,Credit Card,Completed
O000194,C00050,2025-12-01 00:00:00,App,Mobile,861.64,77.02,0,58.85,843.47,Apple Pay,Completed
O000381,C00094,2025-12-01 00:00:00,Web,Tablet,111.93,25.65,0,6.47,92.75,PayPal,Completed
O000691,C00168,2025-12-01 00:00:00,App,Desktop,98.7,9.54,0,6.69,95.85,Gift Card,Completed
O000123,C00030,2025-12-02 00:00:00,App,Mobile,144.28,17.43,0,9.51,136.36,Credit Card,Completed
O000705,C00170,2025-12-02 00:00:00,App,Mobile,219.83,28.08,0,14.38,206.13,Apple Pay,Completed
O000129,C00033,2025-12-03 00:00:00,Web,Tablet,341.05,23.35,0,23.83,341.53,Credit Card,Completed
O000265,C00064,2025-12-03 00:00:00,Web,Tablet,591.58,100.43,0,36.84,527.99,Credit Card,Completed
O000557,C00138,2025-12-03 00:00:00,App,Tablet,27.45,5.23,6.99,1.67,30.88,PayPal,Returned
O000533,C00133,2025-12-04 00:00:00,Web,Desktop,216.32,49.12,0,12.54,179.74,Credit Card,Completed
O000595,C00150,2025-12-04 00:00:00,App,Desktop,230.94,27.75,0,15.24,218.43,Gift Card,Completed
O000809,C00196,2025-12-04 00:00:00,Web,Desktop,63.63,11.68,0,3.9,55.85,Apple Pay,Completed
O000629,C00157,2025-12-06 00:00:00,Web,Desktop,708.5,2.06,0,52.98,759.42,Apple Pay,Completed
O000771,C00187,2025-12-06 00:00:00,App,Tablet,192.47,21.38,0,12.83,183.92,PayPal,Completed
O000795,C00190,2025-12-06 00:00:00,App,Mobile,422.23,60.65,0,27.12,388.7,Credit Card,Completed
O000101,C00026,2025-12-07 00:00:00,App,Desktop,527.62,33.94,0,37.03,530.71,Apple Pay,Completed
O000223,C00054,2025-12-07 00:00:00,App,Tablet,341.05,31.02,0,23.25,333.28,Apple Pay,Completed
O000251,C00059,2025-12-07 00:00:00,Web,Tablet,384.94,29.61,0,26.65,381.98,PayPal,Cancelled
O000432,C00110,2025-12-08 00:00:00,Web,Desktop,143.31,19.69,0,9.27,132.89,Gift Card,Completed
O000051,C00017,2025-12-09 00:00:00,Web,Desktop,77.63,2.36,0,5.65,80.92,PayPal,Completed
O000624,C00157,2025-12-09 00:00:00,Web,Mobile,67.92,12.82,0,4.13,59.23,Credit Card,Completed
O000173,C00047,2025-12-11 00:00:00,Web,Tablet,466.66,29.92,0,32.76,469.5,Credit Card,Completed
O000548,C00137,2025-12-17 00:00:00,App,Tablet,95.31,16.31,0,5.92,84.92,Gift Card,Completed
O000803,C00193,2025-12-17 00:00:00,Web,Mobile,355.24,51.92,0,22.75,326.07,Credit Card,Completed
O000500,C00124,2025-12-18 00:00:00,Web,Desktop,339.4,35.43,0,22.8,326.77,Credit Card,Completed
O000414,C00104,2025-12-19 00:00:00,Web,Mobile,263.81,27.79,0,17.7,253.72,Apple Pay,Returned
O000643,C00158,2025-12-21 00:00:00,App,Tablet,239.64,36.51,0,15.23,218.36,Gift Card,Completed
O000134,C00034,2025-12-23 00:00:00,App,Mobile,340.39,30.34,0,23.25,333.3,Apple Pay,Returned
O000305,C00073,2025-12-23 00:00:00,App,Desktop,240.66,35.17,0,15.41,220.9,Credit Card,Completed
O000356,C00086,2025-12-23 00:00:00,Web,Desktop,1018.2,94.6,0,69.27,992.87,Apple Pay,Completed
O000792,C00190,2025-12-23 00:00:00,App,Tablet,412.39,34.47,0,28.34,406.26,PayPal,Completed
O000024,C00009,2025-12-24 00:00:00,App,Mobile,111.93,31.64,0,6.02,86.31,PayPal,Completed
O000115,C00029,2025-12-24 00:00:00,Web,Desktop,337.81,86.35,0,18.86,270.32,Credit Card,Completed
O000833,C00200,2025-12-24 00:00:00,App,Mobile,460.22,31.76,0,32.13,460.59,Credit Card,Completed
O000272,C00067,2025-12-25 00:00:00,Web,Desktop,217.19,10.95,0,15.47,221.71,PayPal,Completed
O000161,C00041,2025-12-26 00:00:00,App,Desktop,348.34,36.59,0,23.38,335.13,Gift Card,Completed
O000652,C00160,2025-12-26 00:00:00,Web,Tablet,55.94,9.24,0,3.5,50.2,Credit Card,Completed
O000291,C00069,2025-12-27 00:00:00,App,Tablet,302.5,58.47,0,18.3,262.33,Apple Pay,Completed
O000428,C00109,2025-12-27 00:00:00,App,Tablet,223.86,44.81,0,13.43,192.48,Gift Card,Completed
O000410,C00102,2025-12-28 00:00:00,Web,Tablet,513.04,68.35,0,33.35,478.04,Gift Card,Completed
O000307,C00073,2025-12-30 00:00:00,App,Tablet,231.37,12.65,0,16.4,235.12,Gift Card,Completed
O000088,C00025,2025-12-31 00:00:00,App,Mobile,1112.18,210.21,0,67.65,969.62,Apple Pay,Completed
O000334,C00082,2025-12-31 00:00:00,App,Tablet,315.79,68.59,0,18.54,265.74,PayPal,Completed
O000528,C00133,2026-01-01 00:00:00,App,Desktop,192.42,38.16,0,11.57,165.83,Apple Pay,Completed
O000438,C00111,2026-01-02 00:00:00,Web,Desktop,335.69,20.49,0,23.64,338.84,PayPal,Completed
O000084,C00024,2026-01-04 00:00:00,App,Tablet,225.89,47.66,0,13.37,191.6,Apple Pay,Completed
O000095,C00026,2026-01-04 00:00:00,App,Desktop,239.64,29.13,0,15.79,226.3,Apple Pay,Returned
O000011,C00003,2026-01-05 00:00:00,Web,Desktop,434.38,64.59,0,27.73,397.52,Apple Pay,Completed
O000326,C00078,2026-01-08 00:00:00,Web,Mobile,326.66,78.42,0,18.62,266.86,Gift Card,Completed
O000626,C00157,2026-01-08 00:00:00,App,Desktop,68.86,6.7,0,4.66,66.82,Credit Card,Completed
O000586,C00145,2026-01-09 00:00:00,App,Mobile,163.75,33.95,0,9.74,139.54,PayPal,Completed
O000001,C00001,2026-01-10 00:00:00,Web,Desktop,270.47,63.36,0,15.53,222.64,Gift Card,Returned
O000016,C00007,2026-01-10 00:00:00,App,Tablet,217.74,21.44,0,14.72,211.02,Apple Pay,Completed
O000312,C00074,2026-01-10 00:00:00,Web,Desktop,63.63,12.82,0,3.81,54.62,Gift Card,Completed
O000396,C00098,2026-01-10 00:00:00,App,Mobile,148.6,18.28,0,9.77,140.09,Apple Pay,Completed
O000015,C00006,2026-01-11 00:00:00,Web,Mobile,547.86,91.46,0,34.23,490.63,Credit Card,Completed
O000234,C00054,2026-01-12 00:00:00,App,Tablet,233.33,25.71,0,15.57,223.19,Credit Card,Completed
O000184,C00048,2026-01-13 00:00:00,App,Mobile,330.14,35.03,0,22.13,317.24,Apple Pay,Completed
O000535,C00134,2026-01-14 00:00:00,Web,Tablet,708.93,116.69,0,44.42,636.66,Gift Card,Completed
O000789,C00190,2026-01-14 00:00:00,App,Mobile,309.44,43.39,0,19.95,286.0,Credit Card,Completed
O000083,C00024,2026-01-15 00:00:00,Web,Tablet,33.06,4.12,0,2.17,31.11,PayPal,Cancelled
O000304,C00070,2026-01-15 00:00:00,Web,Tablet,39.57,6.91,0,2.45,35.11,PayPal,Completed
O000552,C00137,2026-01-15 00:00:00,App,Desktop,315.43,18.22,0,22.29,319.5,Credit Card,Completed
O000760,C00185,2026-01-15 00:00:00,App,Mobile,337.81,41.09,0,22.25,318.97,Gift Card,Completed
O000017,C00007,2026-01-16 00:00:00,App,Desktop,219.92,43.59,0,13.22,189.55,Gift Card,Completed
O000503,C00125,2026-01-16 00:00:00,App,Mobile,295.85,32.69,0,19.74,282.9,PayPal,Completed
O000570,C00141,2026-01-16 00:00:00,App,Mobile,677.78,17.61,0,49.51,709.68,Apple Pay,Completed
O000802,C00192,2026-01-16 00:00:00,App,Tablet,339.4,74.16,0,19.89,285.13,Apple Pay,Completed
O000421,C00107,2026-01-17 00:00:00,Web,Tablet,302.0,35.94,0,19.95,286.01,Gift Card,Completed
O000472,C00118,2026-01-17 00:00:00,App,Tablet,103.03,19.59,0,6.26,89.7,Credit Card,Cancelled
O000188,C00048,2026-01-18 00:00:00,Web,Mobile,146.09,0.0,0,10.96,157.05,Gift Card,Completed
O000483,C00122,2026-01-19 00:00:00,Web,Mobile,409.46,48.06,0,27.1,388.5,Credit Card,Completed
O000587,C00145,2026-01-19 00:00:00,App,Tablet,60.94,18.56,6.99,3.18,52.55,PayPal,Completed
O000191,C00049,2026-01-20 00:00:00,App,Mobile,84.85,11.14,0,5.53,79.24,Apple Pay,Completed
O000143,C00036,2026-01-21 00:00:00,Web,Desktop,77.63,16.2,0,4.61,66.04,PayPal,Completed
O000071,C00021,2026-01-24 00:00:00,Web,Tablet,564.72,132.45,0,32.42,464.69,PayPal,Completed
O000074,C00023,2026-01-25 00:00:00,Web,Mobile,759.18,147.75,0,45.86,657.29,Apple Pay,Returned
O000263,C00063,2026-01-25 00:00:00,Web,Tablet,763.12,144.26,0,46.41,665.27,PayPal,Completed
O000338,C00082,2026-01-25 00:00:00,App,Tablet,344.95,76.95,0,20.1,288.1,Gift Card,Completed
O000479,C00120,2026-01-25 00:00:00,App,Tablet,263.85,5.18,0,19.4,278.07,Gift Card,Completed
O000018,C00007,2026-01-26 00:00:00,Web,Tablet,159.55,9.07,0,11.29,161.77,Apple Pay,Completed
O000544,C00135,2026-01-26 00:00:00,App,Desktop,146.93,29.29,0,8.82,126.46,Apple Pay,Returned
O000718,C00172,2026-01-26 00:00:00,Web,Desktop,573.03,63.56,0,38.21,547.68,PayPal,Completed
O000754,C00184,2026-01-26 00:00:00,Web,Tablet,46.15,8.29,6.99,2.84,47.69,Gift Card,Completed
O000093,C00026,2026-01-28 00:00:00,App,Tablet,148.6,28.19,0,9.03,129.44,Credit Card,Completed
O000327,C00078,2026-01-28 00:00:00,App,Desktop,933.32,124.1,0,60.69,869.91,Credit Card,Completed
O000030,C00012,2026-01-29 00:00:00,Web,Mobile,414.44,23.89,0,29.29,419.84,PayPal,Completed
O000152,C00040,2026-01-30 00:00:00,Web,Mobile,164.37,17.05,0,11.05,158.37,PayPal,Completed
O000797,C00191,2026-01-30 00:00:00,App,Mobile,130.77,22.16,0,8.15,116.76,Apple Pay,Completed
O000829,C00199,2026-01-30 00:00:00,App,Tablet,340.81,57.84,0,21.22,304.19,PayPal,Completed
O000280,C00068,2026-01-31 00:00:00,App,Tablet,14.66,2.87,0,0.88,12.67,PayPal,Completed
O000388,C00096,2026-01-31 00:00:00,App,Desktop,309.29,76.63,0,17.45,250.11,PayPal,Completed
O000507,C00126,2026-02-01 00:00:00,App,Desktop,103.03,14.28,0,6.66,95.41,Gift Card,Completed
O000551,C00137,2026-02-01 00:00:00,Web,Desktop,192.47,28.16,0,12.32,176.63,Credit Card,Completed
O000331,C00080,2026-02-02 00:00:00,Web,Tablet,262.79,25.72,0,17.78,254.85,Apple Pay,Completed
O000329,C00078,2026-02-04 00:00:00,App,Tablet,340.39,66.81,0,20.52,294.1,Credit Card,Completed
O000450,C00113,2026-02-04 00:00:00,Web,Desktop,92.3,10.11,0,6.16,88.35,PayPal,Completed
O000466,C00117,2026-02-04 00:00:00,App,Mobile,340.81,62.27,0,20.89,299.43,PayPal,Completed
O000656,C00160,2026-02-04 00:00:00,App,Desktop,791.43,180.88,0,45.79,656.34,Credit Card,Completed
O000072,C00021,2026-02-05 00:00:00,App,Tablet,680.45,143.91,0,40.24,576.78,Credit Card,Completed
O000048,C00017,2026-02-07 00:00:00,App,Desktop,254.16,33.14,0,16.58,237.6,Gift Card,Completed
O000471,C00117,2026-02-07 00:00:00,Web,Mobile,219.83,25.41,0,14.58,209.0,Gift Card,Completed
O000618,C00154,2026-02-07 00:00:00,Web,Tablet,233.63,39.8,0,14.54,208.37,Gift Card,Completed
O000436,C00111,2026-02-08 00:00:00,Web,Mobile,148.6,3.75,0,10.86,155.71,Apple Pay,Completed
O000816,C00197,2026-02-08 00:00:00,App,Mobile,564.72,116.78,0,33.6,481.54,Credit Card,Completed
O000345,C00084,2026-02-09 00:00:00,Web,Desktop,263.81,50.52,0,16.0,229.29,Apple Pay,Completed
O000454,C00114,2026-02-09 00:00:00,App,Tablet,326.66,73.59,0,18.98,272.05,Gift Card,Completed
O000133,C00034,2026-02-11 00:00:00,App,Desktop,323.73,45.72,0,20.85,298.86,Credit Card,Completed
O000274,C00067,2026-02-11 00:00:00,Web,Desktop,209.53,26.47,0,13.73,196.79,Credit Card,Completed
O000599,C00150,2026-02-14 00:00:00,App,Desktop,370.17,30.7,0,25.46,364.93,Gift Card,Completed
O000126,C00031,2026-02-15 00:00:00,Web,Tablet,302.0,14.83,0,21.54,308.71,Credit Card,Completed
O000452,C00114,2026-02-15 00:00:00,App,Tablet,919.43,194.78,0,54.35,779.0,Credit Card,Completed
O000513,C00128,2026-02-15 00:00:00,Web,Tablet,144.28,15.77,0,9.64,138.15,PayPal,Completed
O000165,C00042,2026-02-16 00:00:00,App,Desktop,176.37,29.88,0,10.99,157.48,PayPal,Completed
O000398,C00099,2026-02-16 00:00:00,App,Desktop,397.8,26.64,0,27.84,399.0,Gift Card,Completed
O000168,C00045,2026-02-17 00:00:00,App,Tablet,14.66,1.07,6.99,1.02,21.6,Apple Pay,Completed
O000269,C00066,2026-02-18 00:00:00,App,Desktop,309.44,19.84,0,21.72,311.32,Apple Pay,Completed
O000392,C00097,2026-02-18 00:00:00,App,Desktop,1084.37,188.72,0,67.17,962.82,Credit Card,Completed
O000631,C00157,2026-02-18 00:00:00,Web,Desktop,10.46,1.29,0,0.69,9.86,Credit Card,Completed
O000559,C00139,2026-02-19 00:00:00,App,Mobile,192.42,27.69,0,12.35,177.08,PayPal,Completed
O000560,C00139,2026-02-20 00:00:00,Web,Tablet,371.98,47.12,0,24.36,349.22,Gift Card,Completed
O000267,C00065,2026-02-21 00:00:00,Web,Mobile,309.44,27.42,0,21.15,303.17,PayPal,Completed
O000753,C00183,2026-02-21 00:00:00,App,Desktop,225.89,60.03,0,12.44,178.3,Gift Card,Completed
O000278,C00068,2026-02-22 00:00:00,App,Desktop,14.66,3.81,0,0.81,11.66,PayPal,Cancelled
O000308,C00073,2026-02-22 00:00:00,App,Tablet,630.86,104.44,0,39.48,565.9,PayPal,Completed
O000605,C00151,2026-02-22 00:00:00,App,Desktop,199.83,49.92,0,11.24,161.15,Gift Card,Returned
O000060,C00017,2026-02-23 00:00:00,Web,Desktop,804.69,118.71,0,51.45,737.43,Credit Card,Completed
O000145,C00038,2026-02-23 00:00:00,Web,Mobile,399.66,54.78,0,25.87,370.75,Gift Card,Completed
O000341,C00083,2026-02-24 00:00:00,Web,Desktop,267.41,20.59,0,18.51,265.33,PayPal,Completed
O000142,C00036,2026-02-26 00:00:00,App,Mobile,651.61,146.36,0,37.89,543.14,Gift Card,Completed
O000258,C00062,2026-02-26 00:00:00,App,Tablet,295.85,20.09,0,20.68,296.44,Apple Pay,Completed
O000776,C00188,2026-02-27 00:00:00,Web,Tablet,309.44,45.04,0,19.83,284.23,Credit Card,Completed
O000208,C00053,2026-02-28 00:00:00,App,Desktop,58.4,10.02,0,3.63,52.01,Credit Card,Completed
O000371,C00091,2026-03-01 00:00:00,Web,Mobile,398.83,26.72,0,27.91,400.02,Apple Pay,Completed
O000340,C00082,2026-03-02 00:00:00,App,Desktop,225.89,28.19,0,14.83,212.53,PayPal,Completed
O000678,C00167,2026-03-02 00:00:00,App,Desktop,452.72,62.17,0,29.29,419.84,PayPal,Completed
O000012,C00006,2026-03-03 00:00:00,Web,Mobile,545.96,24.06,0,39.14,561.04,PayPal,Completed
O000530,C00133,2026-03-03 00:00:00,Web,Desktop,432.84,37.77,0,29.63,424.7,Apple Pay,Completed
O000731,C00176,2026-03-03 00:00:00,Web,Tablet,225.89,36.67,0,14.19,203.41,Gift Card,Cancelled
O000598,C00150,2026-03-05 00:00:00,Web,Tablet,149.18,28.7,0,9.04,129.52,Credit Card,Completed
O000519,C00130,2026-03-06 00:00:00,Web,Mobile,261.54,21.0,0,18.04,258.58,PayPal,Completed
O000747,C00182,2026-03-06 00:00:00,Web,Desktop,451.78,9.44,0,33.18,475.52,Apple Pay,Returned
O000090,C00025,2026-03-08 00:00:00,Web,Mobile,77.86,21.7,0,4.21,60.37,Credit Card,Completed
O000661,C00163,2026-03-10 00:00:00,Web,Mobile,159.09,29.95,0,9.69,138.83,Apple Pay,Completed
O000698,C00169,2026-03-10 00:00:00,Web,Tablet,730.52,140.49,0,44.25,634.28,PayPal,Completed
O000064,C00019,2026-03-11 00:00:00,Web,Mobile,288.56,52.13,0,17.73,254.16,Apple Pay,Completed
O000117,C00030,2026-03-11 00:00:00,Web,Mobile,309.44,48.59,0,19.56,280.41,Apple Pay,Completed
O000167,C00045,2026-03-11 00:00:00,Web,Tablet,60.94,5.37,0,4.17,59.74,Gift Card,Completed
O000648,C00159,2026-03-11 00:00:00,Web,Tablet,163.75,24.64,0,10.43,149.54,Apple Pay,Returned
O000677,C00167,2026-03-11 00:00:00,Web,Mobile,63.63,7.35,0,4.22,60.5,PayPal,Returned
O000702,C00170,2026-03-13 00:00:00,Web,Mobile,344.95,80.62,0,19.82,284.15,Apple Pay,Completed
O000723,C00174,2026-03-13 00:00:00,App,Tablet,577.26,94.6,0,36.2,518.86,Gift Card,Completed
O000827,C00198,2026-03-13 00:00:00,App,Tablet,240.66,48.8,0,14.39,206.25,Credit Card,Completed
O000063,C00018,2026-03-14 00:00:00,App,Desktop,279.09,17.91,0,19.59,280.77,Gift Card,Completed
O000682,C00167,2026-03-15 00:00:00,Web,Tablet,384.84,74.82,0,23.25,333.27,Apple Pay,Completed
O000713,C00171,2026-03-15 00:00:00,Web,Tablet,98.7,12.92,0,6.43,92.21,Apple Pay,Completed
O000144,C00037,2026-03-18 00:00:00,Web,Tablet,282.36,37.28,0,18.38,263.46,Apple Pay,Completed
O000243,C00058,2026-03-18 00:00:00,App,Desktop,27.45,0.0,6.99,2.06,36.5,PayPal,Completed
O000589,C00146,2026-03-18 00:00:00,App,Mobile,115.22,18.88,0,7.23,103.57,Apple Pay,Completed
O000044,C00016,2026-03-19 00:00:00,Web,Desktop,427.47,97.35,0,24.76,354.88,Credit Card,Completed
O000462,C00116,2026-03-20 00:00:00,Web,Mobile,199.83,17.09,0,13.71,196.45,Apple Pay,Completed
O000828,C00199,2026-03-21 00:00:00,App,Mobile,337.81,59.64,0,20.86,299.03,Apple Pay,Completed
O000362,C00089,2026-03-22 00:00:00,App,Mobile,539.35,94.96,0,33.33,477.72,Apple Pay,Completed
O000376,C00092,2026-03-23 00:00:00,Web,Desktop,341.05,69.4,0,20.37,292.02,Credit Card,Completed
O000509,C00127,2026-03-23 00:00:00,App,Mobile,839.74,231.71,0,45.6,653.63,Credit Card,Returned
O000630,C00157,2026-03-23 00:00:00,Web,Desktop,144.28,0.99,0,10.75,154.04,PayPal,Completed
O000774,C00188,2026-03-23 00:00:00,App,Mobile,163.75,56.47,0,8.05,115.33,Apple Pay,Completed
O000425,C00109,2026-03-24 00:00:00,App,Desktop,127.58,7.02,0,9.04,129.6,Credit Card,Completed
O000745,C00182,2026-03-27 00:00:00,App,Tablet,225.89,31.08,0,14.61,209.42,Credit Card,Completed
O000777,C00189,2026-03-27 00:00:00,App,Mobile,1090.24,210.72,0,65.96,945.48,PayPal,Completed
O000092,C00026,2026-03-28 00:00:00,Web,Tablet,131.8,33.84,0,7.35,105.31,Apple Pay,Completed
O000255,C00061,2026-03-28 00:00:00,Web,Desktop,864.61,65.63,0,59.92,858.9,Gift Card,Completed
O000478,C00120,2026-03-28 00:00:00,App,Mobile,240.4,29.01,0,15.85,227.24,Apple Pay,Returned
O000130,C00033,2026-03-29 00:00:00,Web,Tablet,339.4,13.54,0,24.44,350.3,Credit Card,Completed
O000660,C00163,2026-03-30 00:00:00,Web,Mobile,209.53,28.44,0,13.58,194.67,Gift Card,Completed
O000739,C00180,2026-04-01 00:00:00,App,Tablet,309.44,40.31,0,20.18,289.31,Apple Pay,Completed
O000749,C00182,2026-04-01 00:00:00,App,Mobile,233.63,29.81,0,15.29,219.11,Apple Pay,Completed
O000673,C00166,2026-04-03 00:00:00,App,Mobile,340.81,106.66,0,17.56,251.71,PayPal,Returned
O000484,C00122,2026-04-06 00:00:00,Web,Tablet,680.25,58.11,0,46.66,668.8,Apple Pay,Completed
O000019,C00007,2026-04-07 00:00:00,App,Tablet,233.33,30.28,0,15.23,218.28,PayPal,Completed
O000714,C00171,2026-04-07 00:00:00,Web,Tablet,39.57,0.57,0,2.92,41.92,Apple Pay,Completed
O000734,C00176,2026-04-07 00:00:00,App,Tablet,127.58,14.23,0,8.5,121.85,Gift Card,Completed
O000793,C00190,2026-04-08 00:00:00,App,Mobile,192.47,36.66,0,11.69,167.5,Gift Card,Completed
O000831,C00199,2026-04-08 00:00:00,App,Desktop,144.28,25.95,0,8.87,127.2,PayPal,Completed
O000281,C00068,2026-04-09 00:00:00,App,Desktop,143.31,26.19,0,8.78,125.9,PayPal,Completed
O000759,C00185,2026-04-09 00:00:00,Web,Desktop,309.22,50.42,0,19.41,278.21,PayPal,Completed
O000800,C00192,2026-04-11 00:00:00,Web,Desktop,81.1,8.66,0,5.43,77.87,PayPal,Completed
O000076,C00023,2026-04-12 00:00:00,Web,Desktop,207.22,36.01,0,12.84,184.05,Gift Card,Completed
O000254,C00061,2026-04-12 00:00:00,Web,Mobile,199.95,38.25,0,12.13,173.83,Gift Card,Completed
O000075,C00023,2026-04-13 00:00:00,Web,Mobile,296.26,86.34,0,15.74,225.66,Credit Card,Completed
O000556,C00138,2026-04-16 00:00:00,App,Mobile,192.47,32.25,0,12.02,172.24,PayPal,Completed
O000449,C00113,2026-04-17 00:00:00,Web,Desktop,592.52,0.0,0,44.44,636.96,Credit Card,Completed
O000529,C00133,2026-04-18 00:00:00,App,Tablet,429.83,61.65,0,27.61,395.79,Gift Card,Completed
O000642,C00158,2026-04-18 00:00:00,Web,Mobile,796.47,126.19,0,50.27,720.55,Credit Card,Completed
O000720,C00172,2026-04-18 00:00:00,App,Tablet,100.32,19.67,0,6.05,86.7,Apple Pay,Completed
O000350,C00085,2026-04-19 00:00:00,Web,Mobile,525.8,115.79,0,30.75,440.76,PayPal,Completed
O000446,C00112,2026-04-19 00:00:00,App,Desktop,28.73,5.05,6.99,1.78,32.45,Gift Card,Returned
O000112,C00028,2026-04-20 00:00:00,App,Tablet,414.44,108.72,0,22.93,328.65,Credit Card,Completed
O000127,C00033,2026-04-20 00:00:00,Web,Mobile,302.5,45.46,0,19.28,276.32,Credit Card,Completed
O000342,C00083,2026-04-20 00:00:00,App,Mobile,16.55,4.31,6.99,0.92,20.15,Credit Card,Completed
O000692,C00168,2026-04-22 00:00:00,App,Desktop,81.1,2.55,0,5.89,84.44,Gift Card,Completed
O000685,C00168,2026-04-23 00:00:00,Web,Desktop,16.55,1.39,6.99,1.14,23.29,Apple Pay,Completed
O000192,C00050,2026-04-26 00:00:00,App,Tablet,162.2,18.47,0,10.78,154.51,Gift Card,Completed
O000820,C00197,2026-04-26 00:00:00,Web,Mobile,225.89,51.81,0,13.06,187.14,Gift Card,Completed
O000026,C00009,2026-04-27 00:00:00,Web,Desktop,315.43,54.64,0,19.56,280.35,PayPal,Completed
O000158,C00041,2026-04-27 00:00:00,Web,Tablet,282.36,9.45,0,20.47,293.38,PayPal,Returned
O000006,C00002,2026-04-28 00:00:00,Web,Tablet,295.85,67.83,0,17.1,245.12,Gift Card,Completed
O000185,C00048,2026-04-29 00:00:00,App,Tablet,79.14,9.12,0,5.25,75.27,Credit Card,Completed
O000246,C00059,2026-04-30 00:00:00,Web,Desktop,892.46,216.02,0,50.73,727.17,Apple Pay,Completed
O000576,C00141,2026-04-30 00:00:00,Web,Mobile,31.93,1.73,0,2.26,32.46,PayPal,Completed
O000247,C00059,2026-05-01 00:00:00,App,Mobile,216.0,54.1,0,12.14,174.04,Apple Pay,Completed
O000330,C00079,2026-05-01 00:00:00,Web,Tablet,139.74,9.96,0,9.73,139.51,Credit Card,Completed
O000418,C00105,2026-05-02 00:00:00,Web,Desktop,225.89,8.86,0,16.28,233.31,PayPal,Completed
O000496,C00124,2026-05-02 00:00:00,Web,Mobile,219.83,9.64,0,15.76,225.95,PayPal,Completed
O000768,C00186,2026-05-03 00:00:00,Web,Mobile,233.33,71.38,0,12.15,174.1,Apple Pay,Completed
O000359,C00087,2026-05-04 00:00:00,App,Tablet,296.26,41.51,0,19.11,273.86,Credit Card,Completed
O000791,C00190,2026-05-04 00:00:00,Web,Tablet,378.25,49.97,0,24.62,352.9,Credit Card,Completed
O000149,C00040,2026-05-05 00:00:00,Web,Tablet,1071.46,154.78,0,68.75,985.43,Credit Card,Completed
O000430,C00109,2026-05-05 00:00:00,App,Mobile,277.27,22.76,0,19.09,273.6,Apple Pay,Completed
O000545,C00137,2026-05-05 00:00:00,Web,Tablet,466.66,61.89,0,30.36,435.13,PayPal,Completed
O000151,C00040,2026-05-06 00:00:00,App,Desktop,617.42,79.44,0,40.35,578.33,Apple Pay,Completed
O000225,C00054,2026-05-06 00:00:00,App,Tablet,159.09,26.64,0,9.93,142.38,Credit Card,Completed
O000604,C00151,2026-05-06 00:00:00,App,Mobile,287.9,0.0,0,21.59,309.49,PayPal,Cancelled
O000028,C00011,2026-05-07 00:00:00,App,Tablet,250.82,17.2,0,17.52,251.14,Apple Pay,Completed
O000180,C00048,2026-05-08 00:00:00,App,Tablet,340.39,7.97,0,24.93,357.35,PayPal,Returned
O000657,C00161,2026-05-09 00:00:00,App,Desktop,279.21,1.72,0,20.81,298.3,Credit Card,Completed
O000696,C00169,2026-05-10 00:00:00,Web,Desktop,337.81,68.46,0,20.2,289.55,PayPal,Completed
O000751,C00183,2026-05-10 00:00:00,App,Mobile,309.44,23.49,0,21.45,307.4,Apple Pay,Completed
