order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
OI0000996,O000679,P0007,1,340.81,43.17,297.64
OI0000997,O000680,P0021,1,46.15,4.45,41.7
OI0000998,O000681,P0077,1,233.33,21.66,211.67
OI0000999,O000682,P0033,2,192.42,74.82,310.02
OI0001000,O000683,P0032,1,302.0,35.25,266.75
OI0001001,O000684,P0008,1,205.45,34.06,171.39
OI0001002,O000684,P0059,1,315.43,30.85,284.58
OI0001003,O000685,P0001,1,16.55,1.39,15.16
OI0001004,O000686,P0078,1,287.9,17.88,270.02
OI0001005,O000687,P0025,2,14.66,1.92,27.4
OI0001006,O000688,P0045,1,146.09,12.02,134.07
OI0001007,O000689,P0065,1,144.28,14.51,129.77
OI0001008,O000690,P0058,1,207.22,16.18,191.04
OI0001009,O000691,P0041,1,98.7,9.54,89.16
OI0001010,O000692,P0040,1,81.1,2.55,78.55
OI0001011,O000693,P0054,2,77.63,27.01,128.25
OI0001012,O000694,P0020,1,240.66,5.89,234.77
OI0001013,O000694,P0015,1,143.31,7.6,135.71
OI0001014,O000695,P0067,1,69.07,7.48,61.59
OI0001015,O000696,P0028,1,337.81,68.46,269.35
OI0001016,O000697,P0060,1,341.05,31.99,309.06
OI0001017,O000697,P0048,1,164.37,0.58,163.79
OI0001018,O000698,P0040,1,81.1,13.52,67.58
OI0001019,O000698,P0040,1,81.1,5.8,75.3
OI0001020,O000698,P0034,2,284.16,121.17,447.15
OI0001021,O000699,P0076,2,159.09,28.15,290.03
OI0001022,O000700,P0035,1,148.6,12.0,136.6
OI0001023,O000700,P0019,1,139.59,19.0,120.59
OI0001024,O000700,P0061,1,309.44,23.27,286.17
OI0001025,O000701,P0026,1,37.29,2.66,34.63
OI0001026,O000702,P0009,1,344.95,80.62,264.33
OI0001027,O000703,P0074,3,239.64,94.76,624.16
OI0001028,O000704,P0064,1,127.58,26.38,101.2
OI0001029,O000705,P0046,1,219.83,28.08,191.75
OI0001030,O000706,P0021,1,46.15,5.99,40.16
OI0001031,O000707,P0043,2,263.81,55.49,472.13
OI0001032,O000707,P0046,1,219.83,42.07,177.76
OI0001033,O000708,P0007,1,340.81,55.25,285.56
OI0001034,O000708,P0030,1,84.85,7.58,77.27
OI0001035,O000709,P0020,1,240.66,18.27,222.39
OI0001036,O000710,P0059,1,315.43,44.6,270.83
OI0001037,O000710,P0055,1,39.57,6.01,33.56
OI0001038,O000711,P0075,1,111.93,13.59,98.34
OI0001039,O000712,P0018,1,302.5,63.95,238.55
OI0001040,O000713,P0041,1,98.7,12.92,85.78
OI0001041,O000714,P0055,1,39.57,0.57,39.0
OI0001042,O000715,P0043,1,263.81,50.82,212.99
OI0001043,O000716,P0034,1,284.16,33.21,250.95
OI0001044,O000717,P0070,2,185.81,68.19,303.43
OI0001045,O000718,P0039,1,339.4,13.93,325.47
OI0001046,O000718,P0027,1,233.63,49.63,184.0
OI0001047,O000719,P0076,1,159.09,40.04,119.05
OI0001048,O000719,P0025,1,14.66,2.73,11.93
OI0001049,O000720,P0012,1,100.32,19.67,80.65
OI0001050,O000721,P0025,1,14.66,2.66,12.0
OI0001051,O000721,P0003,3,199.95,149.65,450.2
OI0001052,O000722,P0043,1,263.81,44.75,219.06
OI0001053,O000723,P0033,3,192.42,94.6,482.66
OI0001054,O000724,P0031,1,10.46,1.32,9.14
OI0001055,O000725,P0045,1,146.09,13.67,132.42
OI0001056,O000725,P0074,1,239.64,20.79,218.85
OI0001057,O000726,P0039,2,339.4,96.26,582.54
OI0001058,O000727,P0056,1,225.89,42.78,183.11
OI0001059,O000728,P0077,2,233.33,41.34,425.32
OI0001060,O000728,P0065,1,144.28,12.94,131.34
OI0001061,O000729,P0070,1,185.81,23.24,162.57
OI0001062,O000730,P0007,1,340.81,25.93,314.88
OI0001063,O000731,P0056,1,225.89,36.67,189.22
OI0001064,O000732,P0056,1,225.89,10.51,215.38
OI0001065,O000733,P0056,1,225.89,28.67,197.22
OI0001066,O000734,P0064,1,127.58,14.23,113.35
OI0001067,O000735,P0059,1,315.43,45.8,269.63
OI0001068,O000735,P0070,1,185.81,40.59,145.22
OI0001069,O000735,P0070,1,185.81,18.75,167.06
OI0001070,O000736,P0054,1,77.63,12.53,65.1
OI0001071,O000736,P0005,1,103.03,10.97,92.06
OI0001072,O000737,P0018,1,302.5,71.01,231.49
OI0001073,O000738,P0013,1,296.26,56.55,239.71
OI0001074,O000738,P0054,1,77.63,12.79,64.84
OI0001075,O000739,P0061,1,309.44,40.31,269.13
OI0001076,O000740,P0036,1,28.73,3.0,25.73
OI0001077,O000741,P0001,1,16.55,3.8,12.75
OI0001078,O000741,P0041,2,98.7,40.32,157.08
OI0001079,O000742,P0006,1,130.77,6.85,123.92
OI0001080,O000743,P0047,2,77.86,20.56,135.16
OI0001081,O000744,P0074,1,239.64,0.0,239.64
OI0001082,O000745,P0056,1,225.89,31.08,194.81
OI0001083,O000746,P0044,1,27.45,0.0,27.45
OI0001084,O000746,P0039,1,339.4,42.85,296.55
OI0001085,O000747,P0056,2,225.89,9.44,442.34
OI0001086,O000748,P0031,1,10.46,0.89,9.57
OI0001087,O000749,P0027,1,233.63,29.81,203.82
OI0001088,O000750,P0024,1,192.47,37.91,154.56
OI0001089,O000751,P0061,1,309.44,23.49,285.95
OI0001090,O000752,P0056,1,225.89,42.56,183.33
OI0001091,O000753,P0056,1,225.89,60.03,165.86
OI0001092,O000754,P0021,1,46.15,8.29,37.86
OI0001093,O000755,P0031,1,10.46,1.15,9.31
OI0001094,O000755,P0045,1,146.09,23.48,122.61
OI0001095,O000755,P0030,1,84.85,1.83,83.02
OI0001096,O000756,P0030,1,84.85,12.66,72.19
OI0001097,O000757,P0030,2,84.85,0.0,169.7
OI0001098,O000758,P0058,1,207.22,37.14,170.08
OI0001099,O000758,P0033,1,192.42,33.45,158.97
OI0001100,O000759,P0079,2,58.4,17.81,98.99
OI0001101,O000759,P0033,1,192.42,32.61,159.81
OI0001102,O000760,P0028,1,337.81,41.09,296.72
OI0001103,O000761,P0065,1,144.28,26.65,117.63
OI0001104,O000761,P0031,1,10.46,2.33,8.13
OI0001105,O000762,P0062,1,282.36,47.28,235.08
OI0001106,O000763,P0030,1,84.85,12.96,71.89
OI0001107,O000763,P0031,1,10.46,1.48,8.98
OI0001108,O000764,P0016,1,262.79,46.15,216.64
OI0001109,O000765,P0078,1,287.9,48.93,238.97
OI0001110,O000766,P0031,1,10.46,2.5,7.96
OI0001111,O000766,P0016,1,262.79,71.79,191.0
OI0001112,O000767,P0030,2,84.85,27.72,141.98
OI0001113,O000768,P0077,1,233.33,71.38,161.95
OI0001114,O000769,P0068,1,126.22,23.44,102.78
OI0001115,O000770,P0024,1,192.47,18.15,174.32
OI0001116,O000771,P0024,1,192.47,21.38,171.09
OI0001117,O000772,P0057,1,199.83,20.9,178.93
OI0001118,O000773,P0024,1,192.47,45.63,146.84
OI0001119,O000774,P0080,1,163.75,56.47,107.28
OI0001120,O000775,P0077,1,233.33,52.18,181.15
OI0001121,O000776,P0061,1,309.44,45.04,264.4
OI0001122,O000777,P0022,3,340.39,195.56,825.61
OI0001123,O000777,P0067,1,69.07,15.16,53.91
OI0001124,O000778,P0009,1,344.95,55.04,289.91
OI0001125,O000779,P0074,1,239.64,31.16,208.48
OI0001126,O000780,P0064,1,127.58,9.5,118.08
OI0001127,O000781,P0043,1,263.81,8.37,255.44
OI0001128,O000782,P0032,1,302.0,59.16,242.84
OI0001129,O000782,P0048,1,164.37,22.55,141.82
OI0001130,O000783,P0047,2,77.86,20.03,135.69
OI0001131,O000784,P0023,1,295.85,76.28,219.57
OI0001132,O000785,P0043,2,263.81,84.42,443.2
OI0001133,O000786,P0044,1,27.45,4.32,23.13
OI0001134,O000787,P0024,2,192.47,56.39,328.55
OI0001135,O000788,P0077,2,233.33,48.69,417.97
OI0001136,O000788,P0027,2,233.63,22.1,445.16
OI0001137,O000788,P0024,3,192.47,84.65,492.76
OI0001138,O000789,P0061,1,309.44,43.39,266.05
OI0001139,O000790,P0056,1,225.89,28.48,197.41
OI0001140,O000790,P0021,1,46.15,5.43,40.72
OI0001141,O000791,P0073,1,246.45,27.4,219.05
OI0001142,O000791,P0017,1,131.8,22.57,109.23
OI0001143,O000792,P0044,1,27.45,1.31,26.14
OI0001144,O000792,P0024,2,192.47,33.16,351.78
OI0001145,O000793,P0024,1,192.47,36.66,155.81
OI0001146,O000794,P0055,1,39.57,1.61,37.96
OI0001147,O000795,P0024,2,192.47,52.7,332.24
OI0001148,O000795,P0026,1,37.29,7.95,29.34
OI0001149,O000796,P0065,1,144.28,11.47,132.81
OI0001150,O000797,P0006,1,130.77,22.16,108.61
OI0001151,O000798,P0060,2,341.05,74.96,607.14
OI0001152,O000799,P0070,1,185.81,32.87,152.94
OI0001153,O000799,P0055,1,39.57,10.19,29.38
OI0001154,O000800,P0040,1,81.1,8.66,72.44
OI0001155,O000801,P0046,1,219.83,25.61,194.22
OI0001156,O000802,P0039,1,339.4,74.16,265.24
OI0001157,O000803,P0021,1,46.15,2.54,43.61
OI0001158,O000803,P0005,3,103.03,49.38,259.71
OI0001159,O000804,P0067,1,69.07,0.0,69.07
OI0001160,O000804,P0067,1,69.07,0.0,69.07
OI0001161,O000804,P0046,1,219.83,19.2,200.63
OI0001162,O000805,P0050,1,308.71,57.35,251.36
OI0001163,O000805,P0053,1,261.91,23.08,238.83
OI0001164,O000805,P0056,1,225.89,10.59,215.3
OI0001165,O000806,P0064,1,127.58,18.84,108.74
OI0001166,O000806,P0050,1,308.71,49.93,258.78
OI0001167,O000806,P0001,1,16.55,2.86,13.69
OI0001168,O000807,P0011,1,216.32,46.75,169.57
OI0001169,O000807,P0076,1,159.09,31.41,127.68
OI0001170,O000807,P0059,1,315.43,34.97,280.46
OI0001171,O000808,P0048,1,164.37,37.3,127.07
OI0001172,O000809,P0010,1,63.63,11.68,51.95
OI0001173,O000810,P0038,1,159.55,27.28,132.27
OI0001174,O000811,P0011,1,216.32,45.83,170.49
OI0001175,O000811,P0062,2,282.36,33.13,531.59
OI0001176,O000812,P0035,1,148.6,21.77,126.83
OI0001177,O000812,P0014,1,99.57,18.8,80.77
OI0001178,O000813,P0060,2,341.05,111.34,570.76
OI0001179,O000814,P0068,2,126.22,54.65,197.79
OI0001180,O000814,P0066,1,240.4,20.78,219.62
OI0001181,O000815,P0028,1,337.81,71.63,266.18
OI0001182,O000816,P0062,2,282.36,116.78,447.94
OI0001183,O000817,P0075,1,111.93,23.12,88.81
OI0001184,O000818,P0026,1,37.29,6.18,31.11
OI0001185,O000818,P0007,1,340.81,56.35,284.46
OI0001186,O000819,P0048,1,164.37,14.42,149.95
OI0001187,O000819,P0057,1,199.83,41.78,158.05
OI0001188,O000820,P0056,1,225.89,51.81,174.08
OI0001189,O000821,P0029,1,348.34,57.02,291.32
OI0001190,O000821,P0061,1,309.44,26.0,283.44
OI0001191,O000822,P0064,1,127.58,18.84,108.74
OI0001192,O000822,P0003,1,199.95,25.24,174.71
OI0001193,O000822,P0071,1,31.93,3.69,28.24
OI0001194,O000823,P0022,1,340.39,55.46,284.93
OI0001195,O000823,P0047,1,77.86,10.75,67.11
OI0001196,O000824,P0071,1,31.93,3.48,28.45
OI0001197,O000825,P0076,1,159.09,12.97,146.12
OI0001198,O000826,P0013,1,296.26,71.75,224.51
OI0001199,O000827,P0020,1,240.66,48.8,191.86
OI0001200,O000828,P0028,1,337.81,59.64,278.17
OI0001201,O000829,P0007,1,340.81,57.84,282.97
OI0001202,O000830,P0001,2,16.55,0.0,33.1
OI0001203,O000831,P0065,1,144.28,25.95,118.33
OI0001204,O000832,P0065,1,144.28,23.21,121.07
OI0001205,O000833,P0023,1,295.85,28.93,266.92
OI0001206,O000833,P0048,1,164.37,2.83,161.54
OI0001207,O000834,P0023,1,295.85,39.91,255.94
OI0001208,O000835,P0051,2,217.19,41.04,393.34
OI0001209,O000835,P0047,2,77.86,6.07,149.65
OI0001210,O000836,P0059,1,315.43,47.28,268.15
